Word,Level,Category,Details
"assert your authority/control/independence, etc.",C2,,/american-english/words/usdetail/340
at best,C2,,/american-english/words/usdetail/360
at the best of times,C2,,/american-english/words/usdetail/360
at a disadvantage,C2,,/american-english/words/usdetail/360
at sb's expense,C2,,/american-english/words/usdetail/360
at heart,C2,,/american-english/words/usdetail/360
at issue,C2,,/american-english/words/usdetail/360
at the latest,C2,,/american-english/words/usdetail/360
at length,C2,,/american-english/words/usdetail/360
at a loss,C2,,/american-english/words/usdetail/360
at a loss for words,C2,,/american-english/words/usdetail/360
be at the mercy of sb/sth,C2,,/american-english/words/usdetail/
be at a premium,C2,,/american-english/words/usdetail/
at your own risk,C2,,/american-english/words/usdetail/
at one time or another,C2,,/american-english/words/usdetail/
be at stake,C2,,/american-english/words/usdetail/
be wide awake,C2,,/american-english/words/usdetail/399
back and forth,C2,,/american-english/words/usdetail/411
"back (sth) away/into/out, etc.",C2,,/american-english/words/usdetail/411
hang in the balance,C2,,/american-english/words/usdetail/433
grin and bear it,C2,,/american-english/words/usdetail/484
you can't beat sth,C2,,/american-english/words/usdetail/486
become of sb/sth,C2,,/american-english/words/usdetail/492
long before,C2,,/american-english/words/usdetail/498
behind sb's back,C2,,/american-english/words/usdetail/506
come into being,C2,,/american-english/words/usdetail/507
know best,C2,,/american-english/words/usdetail/523
at best,C2,,/american-english/words/usdetail/523
for the best,C2,,/american-english/words/usdetail/523
bring out the best in sb,C2,,/american-english/words/usdetail/523
at the best of times,C2,,/american-english/words/usdetail/523
few and far between,C2,,/american-english/words/usdetail/528
beyond (a) doubt,C2,,/american-english/words/usdetail/530
be blind to sth,C2,,/american-english/words/usdetail/563
across the board,C2,,/american-english/words/usdetail/578
be born,C2,,/american-english/words/usdetail/605
from top to bottom,C2,,/american-english/words/usdetail/613
bound up with sth,C2,,/american-english/words/usdetail/615
"sb's breadth of experience/knowledge/interest, etc.",C2,,/american-english/words/usdetail/636
the length and breadth of sth,C2,,/american-english/words/usdetail/636
break the news to sb,C2,,/american-english/words/usdetail/637
break free,C2,,/american-english/words/usdetail/637
break free,C2,,/american-english/words/usdetail/637
be on the brink of sth,C2,,/american-english/words/usdetail/660
all but,C2,,/american-english/words/usdetail/716
by all means,C2,,/american-english/words/usdetail/725
by the same token,C2,,/american-english/words/usdetail/725
call sb names,C2,,/american-english/words/usdetail/741
cast a/your vote,C2,,/american-english/words/usdetail/802
cast your mind back,C2,,/american-english/words/usdetail/802
cast a spell on sb,C2,,/american-english/words/usdetail/802
cast a spell (on sb/sth),C2,,/american-english/words/usdetail/802
cast doubt on sb/sth,C2,,/american-english/words/usdetail/802
be/get caught,C2,,/american-english/words/usdetail/810
catch sight of sth,C2,,/american-english/words/usdetail/810
be the center of attention,C2,,/american-english/words/usdetail/834
(the) chances are,C2,,/american-english/words/usdetail/853
stand a chance,C2,,/american-english/words/usdetail/853
a fair chance,C2,,/american-english/words/usdetail/853
"claim credit/responsibility/success, etc.",C2,,/american-english/words/usdetail/929
a clap of thunder,C2,,/american-english/words/usdetail/930
crystal clear,C2,,/american-english/words/usdetail/945
in the clear,C2,,/american-english/words/usdetail/945
steer clear of sb/sth,C2,,/american-english/words/usdetail/945
sb's/sth's clutches,C2,,/american-english/words/usdetail/977
collect yourself/your thoughts,C2,,/american-english/words/usdetail/1003
break the ice,B2,,/american-english/words/usdetail/637
break sb's heart,B2,,/american-english/words/usdetail/637
around the clock,C1,,/american-english/words/usdetail/311
at face value,C1,,/american-english/words/usdetail/360
bend over backwards,C1,,/american-english/words/usdetail/419
beat around the bush,C1,,/american-english/words/usdetail/486
look on the bright side,C1,,/american-english/words/usdetail/655
with flying colors,C1,,/american-english/words/usdetail/1009
vanish/disappear into thin air,C2,,/american-english/words/usdetail/145
be alive and well/kicking,C2,,/american-english/words/usdetail/161
be poles apart,C2,,/american-english/words/usdetail/264
at your fingertips,C2,,/american-english/words/usdetail/360
be at odds with sb/sth,C2,,/american-english/words/usdetail/
with your bare hands,C2,,/american-english/words/usdetail/455
bear fruit,C2,,/american-english/words/usdetail/484
off the beaten track,C2,,/american-english/words/usdetail/486
behind closed doors,C2,,/american-english/words/usdetail/506
behind the scenes,C2,,/american-english/words/usdetail/506
your best bet,C2,,/american-english/words/usdetail/523
read between the lines,C2,,/american-english/words/usdetail/528
beyond a/the shadow of a doubt,C2,,/american-english/words/usdetail/530
beyond your wildest dreams,C2,,/american-english/words/usdetail/530
to/till/until the bitter end,C2,,/american-english/words/usdetail/550
in the blink of an eye,C2,,/american-english/words/usdetail/565
make your blood boil,C2,,/american-english/words/usdetail/583
the bottom line,C2,,/american-english/words/usdetail/613
burn the midnight oil,C2,,/american-english/words/usdetail/704
do sth by the book,C2,,/american-english/words/usdetail/725
by word of mouth,C2,,/american-english/words/usdetail/725
catch sb's eye,C2,,/american-english/words/usdetail/810
catch sb's eye,C2,,/american-english/words/usdetail/810
catch sb off guard,C2,,/american-english/words/usdetail/810
a change of heart,C2,,/american-english/words/usdetail/855
make your blood run cold,C2,,/american-english/words/usdetail/996
Don't you dare,C2,communication,/american-english/words/usdetail/1380
dozens,C1,describing things,/american-english/words/usdetail/1751
be dying for/to do sth,B1,people: personality,/american-english/words/usdetail/1570
as a consequence,C1,,/american-english/words/usdetail/1142
of little/no consequence,C1,,/american-english/words/usdetail/1142
to date,B2,,/american-english/words/usdetail/1387
in the event of sth,C1,,/american-english/words/usdetail/2004
be endowed with sth,C2,,/american-english/words/usdetail/1924
down the drain,C2,,/american-english/words/usdetail/1755
be down in the dumps,C2,,/american-english/words/usdetail/1790
darkness/night falls,C2,,/american-english/words/usdetail/2144
discourage sb from doing sth,B2,communication,/american-english/words/usdetail/1632
play sth by ear,C2,arts and media,/american-english/words/usdetail/1805
for example,A1,communication,/american-english/words/usdetail/2027
No comment.,C2,communication,/american-english/words/usdetail/1030
"to a great/large, etc. extent",B2,communication,/american-english/words/usdetail/2101
to some extent/to a certain extent,B2,communication,/american-english/words/usdetail/2101
"How dare she/you, etc.",C1,communication,/american-english/words/usdetail/1380
Excuse me,A1,communication,/american-english/words/usdetail/2048
Excuse me,A2,communication,/american-english/words/usdetail/2048
Excuse me,A2,communication,/american-english/words/usdetail/2048
"exchange looks, opinions, views, etc.",B2,communication,/american-english/words/usdetail/2037
set an example,B2,people: actions,/american-english/words/usdetail/2027
keep your/an eye on sb/sth,B2,people: actions,/american-english/words/usdetail/2116
fall asleep,B1,people: actions,/american-english/words/usdetail/2144
cut off sb/sth or cut sb/sth off,B2,people: actions,/american-english/words/usdetail/1359
devote sth to sb/sth,B2,people: actions,/american-english/words/usdetail/1556
not believe your eyes,B1,people: personality,/american-english/words/usdetail/2116
not believe your ears,B2,people: personality,/american-english/words/usdetail/1805
be on edge,C2,people: personality,/american-english/words/usdetail/1830
at ease,B2,people: personality,/american-english/words/usdetail/1813
ill at ease,C2,people: personality,/american-english/words/usdetail/1813
"bored/frightened/scared, etc. to death",B2,people: personality,/american-english/words/usdetail/1408
dare (to) do sth,B2,people: personality,/american-english/words/usdetail/1380
enjoy yourself,A2,people: personality,/american-english/words/usdetail/1938
fear the worst,C2,people: personality,/american-english/words/usdetail/2187
at a disadvantage,C2,,/american-english/words/usdetail/1611
at sb's disposal,B2,,/american-english/words/usdetail/1666
in confidence,C2,,/american-english/words/usdetail/1113
in conjunction with sth/sb,C2,,/american-english/words/usdetail/1131
hold a conversation,C1,,/american-english/words/usdetail/1209
out of date,B1,,/american-english/words/usdetail/1387
up to date,B1,,/american-english/words/usdetail/1387
a dose of sth,B2,,/american-english/words/usdetail/1738
be in a dream,B2,,/american-english/words/usdetail/1767
in sb's eyes,B2,,/american-english/words/usdetail/2116
have an ear for sth,C1,,/american-english/words/usdetail/1805
in any event,C1,,/american-english/words/usdetail/2004
a drain on sb/sth,C2,,/american-english/words/usdetail/1755
give sb/have an edge on/over sb/sth,C2,,/american-english/words/usdetail/1830
an element of sth,C2,,/american-english/words/usdetail/1872
turn of events,C2,,/american-english/words/usdetail/2004
a/the prime example,C2,,/american-english/words/usdetail/2027
cry your eyes out,C2,,/american-english/words/usdetail/2116
in your mind's eye,C2,,/american-english/words/usdetail/2116
the naked eye,C2,,/american-english/words/usdetail/2116
roll your eyes,C2,,/american-english/words/usdetail/2116
eye contact,C2,,/american-english/words/usdetail/2116
deciding factor,C2,,/american-english/words/usdetail/2131
be no mean feat,C2,,/american-english/words/usdetail/2192
can't keep/take your eyes off sb/sth,B2,,/american-english/words/usdetail/2116
have an eye for sth,B2,,/american-english/words/usdetail/2116
look sb in the eye/eyes,B2,,/american-english/words/usdetail/2116
be a far cry from sth,C1,,/american-english/words/usdetail/1328
keep an eye out for sb/sth,C1,,/american-english/words/usdetail/2116
turn a blind eye (to sth),C1,,/american-english/words/usdetail/2116
be in the public eye,C1,,/american-english/words/usdetail/2116
a tight corner,C2,,/american-english/words/usdetail/1232
leave someone to their own devices,C2,,/american-english/words/usdetail/1553
behind closed doors,C2,,/american-english/words/usdetail/1736
beyond your wildest dreams,C2,,/american-english/words/usdetail/1767
not/never in your wildest dreams,C2,,/american-english/words/usdetail/1767
be (like) water off a duck's back,C2,,/american-english/words/usdetail/1786
play it by ear,C2,,/american-english/words/usdetail/1805
fall on deaf ears,C2,,/american-english/words/usdetail/1805
catch sb's eye,C2,,/american-english/words/usdetail/2116
catch sb's eye,C2,,/american-english/words/usdetail/2116
see eye to eye (with sb),C2,,/american-english/words/usdetail/2116
keep your eyes peeled (for sb/sth),C2,,/american-english/words/usdetail/2116
keep your eyes open (for sb/sth),C2,,/american-english/words/usdetail/2116
in the blink of an eye,C2,,/american-english/words/usdetail/2116
the east,A2,,/american-english/words/usdetail/1815
the East,B2,,/american-english/words/usdetail/1815
put/set sb's mind at ease,C1,,/american-english/words/usdetail/1813
the deceased,C2,,/american-english/words/usdetail/1417
doom and gloom,C2,,/american-english/words/usdetail/1735
be the envy of sb,C2,,/american-english/words/usdetail/1966
(be) green with envy,C2,,/american-english/words/usdetail/1966
without delay,B1,,/american-english/words/usdetail/1462
have no doubt,B1,,/american-english/words/usdetail/1741
there's no doubt,B1,,/american-english/words/usdetail/1741
by/in contrast,B2,,/american-english/words/usdetail/1198
be in doubt,B2,,/american-english/words/usdetail/1741
without (a) doubt,B2,,/american-english/words/usdetail/1741
no doubt,C1,,/american-english/words/usdetail/1741
at the expense of sth,C1,,/american-english/words/usdetail/2073
a conflict of interest,C2,,/american-english/words/usdetail/1120
to death,C2,,/american-english/words/usdetail/1408
put sb to death,C2,,/american-english/words/usdetail/1408
a matter of life and death,C2,,/american-english/words/usdetail/1408
cast doubt on sb/sth,C2,,/american-english/words/usdetail/1741
beyond (a) doubt,C2,,/american-english/words/usdetail/1741
give sb the benefit of the doubt,C2,,/american-english/words/usdetail/1741
margin of error,C2,,/american-english/words/usdetail/1982
trial and error,C2,,/american-english/words/usdetail/1982
at sb's expense,C2,,/american-english/words/usdetail/2073
for fear of sth/doing sth,C2,,/american-english/words/usdetail/2187
beyond a/the shadow of a doubt,C2,,/american-english/words/usdetail/1741
the extent to which,C2,,/american-english/words/usdetail/2101
fall in love,B1,,/american-english/words/usdetail/2144
"(be) concentrated around/in/on, etc.",C1,,/american-english/words/usdetail/1092
dare sb to do sth,C1,,/american-english/words/usdetail/1380
fall flat,C1,,/american-english/words/usdetail/2144
be crawling with sb/sth,C2,,/american-english/words/usdetail/1287
"drift across/down/toward, etc.",C2,,/american-english/words/usdetail/1771
fall prey to sth,C2,,/american-english/words/usdetail/2144
fall short of sth,C2,,/american-english/words/usdetail/2144
fall short of sth,C2,,/american-english/words/usdetail/2144
fall on deaf ears,C2,,/american-english/words/usdetail/2144
fall into place,C2,,/american-english/words/usdetail/2144
be exposed to sth,B2,,/american-english/words/usdetail/2092
"divert sb's attention/thoughts, etc.",C1,,/american-english/words/usdetail/1705
exceed sb's expectations,C1,,/american-english/words/usdetail/2028
exceed the speed limit,C1,,/american-english/words/usdetail/2028
be confronted by/with sth,C2,,/american-english/words/usdetail/1121
be consumed by/with sth,C2,,/american-english/words/usdetail/1169
"defy expectations/categorization/description, etc.",C2,,/american-english/words/usdetail/1460
crack a joke,C1,,/american-english/words/usdetail/1280
wouldn't dream of doing sth,C2,,/american-english/words/usdetail/1767
cut off sb/sth or cut sb/sth off,B2,,/american-english/words/usdetail/1359
crack up,C2,body and health,/american-english/words/usdetail/1280
fair enough,B2,communication,/american-english/words/usdetail/1942
fair enough,B2,communication,/american-english/words/usdetail/2138
"how/what/why, etc. on earth?",C1,communication,/american-english/words/usdetail/1811
"drive sb crazy/nuts, etc.",B2,people: personality,/american-english/words/usdetail/1773
consistent with sth,C2,,/american-english/words/usdetail/1153
at your convenience,B2,,/american-english/words/usdetail/1204
feel compelled to do sth,C1,,/american-english/words/usdetail/1054
endeavor to do sth,C1,,/american-english/words/usdetail/1920
with the compliments of sb,C2,,/american-english/words/usdetail/1074
be disposed to do sth,C2,,/american-english/words/usdetail/1668
crack (sb) up,C2,,/american-english/words/usdetail/1280
no end,B2,,/american-english/words/usdetail/1918
like crazy,C1,,/american-english/words/usdetail/1289
drop dead,C2,,/american-english/words/usdetail/1401
drop dead,C2,,/american-english/words/usdetail/1776
odds and ends,C2,,/american-english/words/usdetail/1918
"so far, so good",C2,,/american-english/words/usdetail/2158
keep your fingers crossed/cross your fingers,C2,,/american-english/words/usdetail/1315
call it a day,C2,,/american-english/words/usdetail/1392
be down in the dumps,C2,,/american-english/words/usdetail/1743
down the drain,C2,,/american-english/words/usdetail/1743
the dawn of sth,C1,,/american-english/words/usdetail/1391
likes and dislikes,B1,people: personality,/american-english/words/usdetail/1654
feelings,B1,people: personality,/american-english/words/usdetail/2204
In conclusion,B2,communication,/american-english/words/usdetail/1102
jump to conclusions,C2,communication,/american-english/words/usdetail/1102
"comparative comfort/freedom/silence, etc.",C2,describing things,/american-english/words/usdetail/1049
not exactly,B2,communication,/american-english/words/usdetail/2021
definitely not,C1,communication,/american-english/words/usdetail/1457
"comparatively cheap/easy/little, etc.",C1,describing things,/american-english/words/usdetail/1050
be conscious of/that,B2,people: personality,/american-english/words/usdetail/1137
on display,B1,arts and media,/american-english/words/usdetail/1663
be expecting (a baby),B2,body and health,/american-english/words/usdetail/2068
feel faint,C2,body and health,/american-english/words/usdetail/2137
feel faint,C2,body and health,/american-english/words/usdetail/2203
come up,B2,communication,/american-english/words/usdetail/
come up with sth,B2,communication,/american-english/words/usdetail/
cry out (sth),C2,communication,/american-english/words/usdetail/1328
of course,A1,communication,/american-english/words/usdetail/1268
of course not,A2,communication,/american-english/words/usdetail/1268
Oh dear!,A2,communication,/american-english/words/usdetail/1407
details,A2,communication,/american-english/words/usdetail/1534
"don't you?/do you?/doesn't she?/does she?, etc.",A2,communication,/american-english/words/usdetail/1715
Do you mind ...?,A2,communication,/american-english/words/usdetail/1715
of course,B1,communication,/american-english/words/usdetail/1268
due to,B1,communication,/american-english/words/usdetail/1787
in fact,B1,communication,/american-english/words/usdetail/2130
go into detail,B2,communication,/american-english/words/usdetail/1534
even if,B2,communication,/american-english/words/usdetail/2002
even though,B2,communication,/american-english/words/usdetail/2002
as a matter of fact,B2,communication,/american-english/words/usdetail/2130
the fact (of the matter) is,B2,communication,/american-english/words/usdetail/2130
as far as I know,B2,communication,/american-english/words/usdetail/2158
as far as sb is concerned,B2,communication,/american-english/words/usdetail/2158
as far as sth is concerned,B2,communication,/american-english/words/usdetail/2158
by far,B2,communication,/american-english/words/usdetail/2158
compare notes,C1,communication,/american-english/words/usdetail/1051
all things considered,C1,communication,/american-english/words/usdetail/1146
pay sb a compliment,C2,communication,/american-english/words/usdetail/1074
drop it/the subject,C2,communication,/american-english/words/usdetail/1776
I fail to see/understand,C2,communication,/american-english/words/usdetail/2135
the defense,C2,crime,/american-english/words/usdetail/1450
a few,A2,describing things,/american-english/words/usdetail/2214
quite a few,B1,describing things,/american-english/words/usdetail/2214
a good/great deal,B2,describing things,/american-english/words/usdetail/1405
"6 inches/4 feet, etc. deep",B2,describing things,/american-english/words/usdetail/1441
a good deal,C1,describing things,/american-english/words/usdetail/1405
do badly/well,B1,education,/american-english/words/usdetail/1715
the dishes,A2,food and drink,/american-english/words/usdetail/1647
stiff drink,C2,food and drink,/american-english/words/usdetail/1772
break even,C1,money,/american-english/words/usdetail/2002
make ends meet,C1,money,/american-english/words/usdetail/1918
come up,B2,natural world,/american-english/words/usdetail/
the country,A2,natural world,/american-english/words/usdetail/1261
before/after dark,B1,natural world,/american-english/words/usdetail/1381
the environment,B1,natural world,/american-english/words/usdetail/1960
cut up sth or cut sth up,B1,people: actions,/american-english/words/usdetail/1359
deal with sth,B1,people: actions,/american-english/words/usdetail/1405
fall down,B1,people: actions,/american-english/words/usdetail/2144
fall over,B1,people: actions,/american-english/words/usdetail/2144
come up,B2,people: actions,/american-english/words/usdetail/
cut across sth,B2,people: actions,/american-english/words/usdetail/1359
cut down sth or cut sth down,B2,people: actions,/american-english/words/usdetail/1359
cut down sth or cut sth down,B2,people: actions,/american-english/words/usdetail/1359
devote sth to sb/sth,B2,people: actions,/american-english/words/usdetail/1556
do up sth or do sth up,B2,people: actions,/american-english/words/usdetail/1715
cover sth up or cover up sth,C1,people: actions,/american-english/words/usdetail/1273
cut out sth or cut sth out,C1,people: actions,/american-english/words/usdetail/1359
devote yourself to sth,C1,people: actions,/american-english/words/usdetail/1556
"do the cleaning/cooking, etc.",A1,people: actions,/american-english/words/usdetail/1715
take it/things easy,B1,people: actions,/american-english/words/usdetail/1817
dig a hole/tunnel,B2,people: actions,/american-english/words/usdetail/1580
"do damage/harm, etc.",B2,people: actions,/american-english/words/usdetail/1715
"draw into/out/away, etc.",B2,people: actions,/american-english/words/usdetail/1761
draw (sb's) attention to sth/sb,B2,people: actions,/american-english/words/usdetail/1761
fail to do sth,B2,people: actions,/american-english/words/usdetail/2135
"fasten sth on/to/together, etc.",B2,people: actions,/american-english/words/usdetail/2171
divide sth (up) among/between sb,C1,people: actions,/american-english/words/usdetail/1706
"creep along/down/in/out, etc.",C2,people: actions,/american-english/words/usdetail/1300
"drag sb along/out/to, etc.",C2,people: actions,/american-english/words/usdetail/1754
"dump sth on/in/down, etc.",C2,people: actions,/american-english/words/usdetail/1790
(be) in your eighties/80s,B2,people: appearance,/american-english/words/usdetail/1851
the elder,B2,people: appearance,/american-english/words/usdetail/1857
the eldest,B2,people: appearance,/american-english/words/usdetail/1859
cool down/off (sb/sth) or cool (sb/sth) down/off,B2,people: personality,/american-english/words/usdetail/1221
face up to sth,B2,people: personality,/american-english/words/usdetail/2123
feel like/as if,B1,people: personality,/american-english/words/usdetail/2203
feel like sth/doing sth,B1,people: personality,/american-english/words/usdetail/2203
feel like sb/sth,B1,people: personality,/american-english/words/usdetail/2203
feel sorry for,B1,people: personality,/american-english/words/usdetail/2203
deep down,B2,people: personality,/american-english/words/usdetail/1441
can't face sb/sth/doing sth,B2,people: personality,/american-english/words/usdetail/2123
be familiar with sth/sb,B2,people: personality,/american-english/words/usdetail/2147
be in favor of sth,B2,people: personality,/american-english/words/usdetail/2183
"feel different/strange, etc.",B2,people: personality,/american-english/words/usdetail/2203
be good company,C1,people: personality,/american-english/words/usdetail/1047
not be cut out to be sth/not be cut out for sth,C2,people: personality,/american-english/words/usdetail/1359
"a display of affection/anger, etc.",C2,people: personality,/american-english/words/usdetail/1663
the far left/right,C2,politics,/american-english/words/usdetail/2158
depend on/upon sb/sth,B2,relationships,/american-english/words/usdetail/1495
be crazy about sb/sth,A2,relationships,/american-english/words/usdetail/1289
keep sb company,B2,relationships,/american-english/words/usdetail/1047
come up,C1,technology,/american-english/words/usdetail/
what does sb do?,A1,work,/american-english/words/usdetail/1715
on/off duty,B2,work,/american-english/words/usdetail/1795
conventional wisdom,C1,,/american-english/words/usdetail/1208
as far as sb is concerned,B2,,/american-english/words/usdetail/1097
as far as sth is concerned,B2,,/american-english/words/usdetail/1097
be concerned with sth,C1,,/american-english/words/usdetail/1097
make a (big) difference,B2,,/american-english/words/usdetail/1574
make no difference/not make any difference,B2,,/american-english/words/usdetail/1574
tell the difference,C1,,/american-english/words/usdetail/1574
dependent on/upon sth,C1,,/american-english/words/usdetail/1497
be/run counter to sth,C2,,/american-english/words/usdetail/1257
hard feelings,C2,,/american-english/words/usdetail/2204
conditions,B1,,/american-english/words/usdetail/1107
on (the) condition that,B2,,/american-english/words/usdetail/1107
in connection with sth,B2,,/american-english/words/usdetail/1133
take sth into consideration,B2,,/american-english/words/usdetail/1150
in sb's direction,B2,,/american-english/words/usdetail/1602
exceed sb's expectations,C1,,/american-english/words/usdetail/2069
lead sb to a conclusion,C2,,/american-english/words/usdetail/1102
familiarize sb/yourself with sth,C2,,/american-english/words/usdetail/2148
daily life,B1,,/american-english/words/usdetail/1368
"easily the best/worst/biggest, etc.",C2,,/american-english/words/usdetail/1814
"a conscious decision/choice/effort, etc.",C2,,/american-english/words/usdetail/1137
complain of sth,B1,,/american-english/words/usdetail/1063
consist of sth,B1,,/american-english/words/usdetail/1152
depend on/upon sb/sth,B1,,/american-english/words/usdetail/1495
eat out,B1,,/american-english/words/usdetail/1819
end up,B1,,/american-english/words/usdetail/1918
cool down/off (sb/sth) or cool (sb/sth) down/off,B2,,/american-english/words/usdetail/1221
count on sb,B2,,/american-english/words/usdetail/1256
count on sth,B2,,/american-english/words/usdetail/1256
cut down sth or cut sth down,B2,,/american-english/words/usdetail/1359
date back,B2,,/american-english/words/usdetail/1387
date from sth,B2,,/american-english/words/usdetail/1387
deal with sb,B2,,/american-english/words/usdetail/1405
depend on/upon sb/sth,B2,,/american-english/words/usdetail/1495
die out,B2,,/american-english/words/usdetail/1570
do without (sb/sth),B2,,/american-english/words/usdetail/1715
eat up (sth) or eat (sth) up,B2,,/american-english/words/usdetail/1819
fade away,B2,,/american-english/words/usdetail/2134
fall apart,B2,,/american-english/words/usdetail/2144
fall apart,B2,,/american-english/words/usdetail/2144
fall for sb,B2,,/american-english/words/usdetail/2144
fall out,B2,,/american-english/words/usdetail/2144
fall through,B2,,/american-english/words/usdetail/2144
come under sth,C1,,/american-english/words/usdetail/
come up,C1,,/american-english/words/usdetail/
come up,C1,,/american-english/words/usdetail/
come up against sth,C1,,/american-english/words/usdetail/
cut across sth,C1,,/american-english/words/usdetail/1359
cut out sth or cut sth out,C1,,/american-english/words/usdetail/1359
derive (sth) from sth,C1,,/american-english/words/usdetail/1508
dispose of sth,C1,,/american-english/words/usdetail/1667
do away with sth,C1,,/american-english/words/usdetail/1715
draw on sth,C1,,/american-english/words/usdetail/1761
draw sth up or draw up sth,C1,,/american-english/words/usdetail/1761
dwell on/upon sth,C1,,/american-english/words/usdetail/1798
count sb in,C2,,/american-english/words/usdetail/1256
count toward sth,C2,,/american-english/words/usdetail/1256
count up sb/sth or count sb/sth up,C2,,/american-english/words/usdetail/1256
cover (sth) up or cover up (sth),C2,,/american-english/words/usdetail/1273
crack down,C2,,/american-english/words/usdetail/1280
be crying out for sth,C2,,/american-english/words/usdetail/1328
cut back (sth),C2,,/american-english/words/usdetail/1359
dawn on sb,C2,,/american-english/words/usdetail/1391
descend from sb/sth,C2,,/american-english/words/usdetail/1509
die down,C2,,/american-english/words/usdetail/1570
dive into sth,C2,,/american-english/words/usdetail/1701
dole sth out,C2,,/american-english/words/usdetail/1721
drift apart,C2,,/american-english/words/usdetail/1771
drift off,C2,,/american-english/words/usdetail/1771
drive sb/sth out,C2,,/american-english/words/usdetail/1773
dry up,C2,,/american-english/words/usdetail/1783
engage in sth,C2,,/american-english/words/usdetail/1931
fall back on sb/sth,C2,,/american-english/words/usdetail/2144
feast on sth,C2,,/american-english/words/usdetail/2191
fend for yourself,C2,,/american-english/words/usdetail/2209
these days,A2,,/american-english/words/usdetail/1392
one day,A2,,/american-english/words/usdetail/1392
each other,A2,,/american-english/words/usdetail/1800
have sth in common,B1,,/american-english/words/usdetail/1038
go crazy,B1,,/american-english/words/usdetail/1289
the dark,B1,,/american-english/words/usdetail/1381
the other day,B1,,/american-english/words/usdetail/1392
one day/some day/one of these days,B1,,/american-english/words/usdetail/1392
for days,B1,,/american-english/words/usdetail/1392
it/that depends,B1,,/american-english/words/usdetail/1495
in detail,B1,,/american-english/words/usdetail/1534
"do your hair/makeup, etc.",B1,,/american-english/words/usdetail/1715
do your best,B1,,/american-english/words/usdetail/1715
drag and drop,B1,,/american-english/words/usdetail/1754
drag and drop,B1,,/american-english/words/usdetail/1776
a sound/special/visual effect,B1,,/american-english/words/usdetail/1838
either ... or,B1,,/american-english/words/usdetail/1852
either way,B1,,/american-english/words/usdetail/1852
elder sister/brother/son/daughter,B1,,/american-english/words/usdetail/1857
"eldest child/brother/daughter, etc.",B1,,/american-english/words/usdetail/1859
in the end,B1,,/american-english/words/usdetail/1918
not even,B1,,/american-english/words/usdetail/2002
hardly ever,B1,,/american-english/words/usdetail/2008
ever since,B1,,/american-english/words/usdetail/2008
for ever,B1,,/american-english/words/usdetail/2008
except that,B1,,/american-english/words/usdetail/2031
be expecting sb/sth,B1,,/american-english/words/usdetail/2068
make a face,B1,,/american-english/words/usdetail/2123
so far,B1,,/american-english/words/usdetail/2158
sb's fault,B1,,/american-english/words/usdetail/2180
feel at home,B1,,/american-english/words/usdetail/2203
be coming up,B2,,/american-english/words/usdetail/
common knowledge,B2,,/american-english/words/usdetail/1038
compared to/with sb/sth,B2,,/american-english/words/usdetail/1051
consider sb/sth (to be) sth,B2,,/american-english/words/usdetail/1146
on the contrary,B2,,/american-english/words/usdetail/1197
beyond your/out of control,B2,,/american-english/words/usdetail/1201
under control,B2,,/american-english/words/usdetail/1201
take control,B2,,/american-english/words/usdetail/1201
at all costs,B2,,/american-english/words/usdetail/1245
could have,B2,,/american-english/words/usdetail/1251
couldn't have,B2,,/american-english/words/usdetail/1251
cross your mind,B2,,/american-english/words/usdetail/1315
in those days,B2,,/american-english/words/usdetail/1392
take a deep breath,B2,,/american-english/words/usdetail/1441
a deep sleep,B2,,/american-english/words/usdetail/1441
"deliver a speech/talk, etc.",B2,,/american-english/words/usdetail/1473
in depth,B2,,/american-english/words/usdetail/1506
be designed for/to do sth,B2,,/american-english/words/usdetail/1516
despite the fact that,B2,,/american-english/words/usdetail/1527
be a disgrace,B2,,/american-english/words/usdetail/1642
do sb good,B2,,/american-english/words/usdetail/1715
have to do with sth,B2,,/american-english/words/usdetail/1715
draw a conclusion,B2,,/american-english/words/usdetail/1761
draw near/close,B2,,/american-english/words/usdetail/1761
in due course,B2,,/american-english/words/usdetail/1787
earn a living,B2,,/american-english/words/usdetail/1808
the eighties/'80s,B2,,/american-english/words/usdetail/1851
"either side/end, etc.",B2,,/american-english/words/usdetail/1852
or else,B2,,/american-english/words/usdetail/1882
put an end to sth,B2,,/american-english/words/usdetail/1918
"for hours/days, etc., on end",B2,,/american-english/words/usdetail/1918
strangely enough,B2,,/american-english/words/usdetail/1942
be/mean everything,B2,,/american-english/words/usdetail/2012
despite the fact that,B2,,/american-english/words/usdetail/2130
failure to do sth,B2,,/american-english/words/usdetail/2136
at fault,B2,,/american-english/words/usdetail/2180
to the contrary,C1,,/american-english/words/usdetail/1197
contrary to sth,C1,,/american-english/words/usdetail/1197
course of action,C1,,/american-english/words/usdetail/1268
during/in/over the course of sth,C1,,/american-english/words/usdetail/1268
a matter of course,C1,,/american-english/words/usdetail/1268
the cream of sth,C1,,/american-english/words/usdetail/1290
crystal clear,C1,,/american-english/words/usdetail/1329
days,C1,,/american-english/words/usdetail/1392
the old days,C1,,/american-english/words/usdetail/1392
be dead set against sth/doing sth,C1,,/american-english/words/usdetail/1401
"deadly dull/serious, etc.",C1,,/american-english/words/usdetail/1403
dedicate your life/yourself to sth,C1,,/american-english/words/usdetail/1435
